"stockid","stocklong","country","region","lme","area","areaid","species","comm_name","msy_source","msy_code","msy_units","msy","year","bbmsy","uumsy","bbmsy_source","uumsy_source","bbmsy_notes","uumsy_notes","catch_type","catch_units","catch"
"RBRMSETOW","Red seabream Inland Sea of Japan (West)","Japan","Japan","Kuroshio Current","Inland Sea of Japan (West)","Japan-FAJ-SETOW","Pagrus major","Red seabream","Assessment","MSY-MT","MT",4173.130057,2013,0.27288294757775,1.4752625296729,"Assessment","Assessment","SSBdivSSBmsy-calc-dimensionless","ERdivERmsy-calc-dimensionless","TC","MT",2200
"RDSHRMPMEDGSA1","Red shrimp Northern Alboran Sea","multinational","Mediterranean-Black Sea","Mediterranean Sea","Northern Alboran Sea","multinational-GFCM-GSA1","Aristeus antennatus","Red shrimp","Estimated from Fox or Schaefer model","MSY-est-MT","MT",201.9823587,2014,1.17608635821429,3.90243902439024,"Uses model estimated reference point","Assessment","SSBdivSSBmsy-est-dimensionless","FdivFmgt-calc-dimensionless","TC","MT",184
"RDSHRMPMEDGSA6","Red shrimp Northern Spain","multinational","Mediterranean-Black Sea","Mediterranean Sea","Northern Spain","multinational-GFCM-GSA6","Aristeus antennatus","Red shrimp","Estimated from Fox or Schaefer model","MSY-est-MT","MT",598.4662516,2014,NA,1.225,"Uses model estimated reference point","Assessment","TBdivTBmsy-est-dimensionless","FdivFmgt-calc-dimensionless","TC","MT",546
"REDDEEP2J3K-3LNO","Deepwater redfish NAFO Divisions 2J3K-3LNO","Canada","Canada East Coast","Labrador - Newfoundland","NAFO Divisions 2J3K-3LNO","Canada-DFO-2J3K-3LNO","Sebastes mentella","Deepwater redfish","Assessment","MSY-MT","MT",22000,2009,0.63346120026543,0.0238123834845804,"Uses model estimated reference point","Uses scaled reference point","TBdivTBmsy-est-dimensionless","ERdivERmsy-est-dimensionless","TC","MT",1000
"REDDEEPI-II","Deepwater redfish North-East Arctic","multinational","Europe non EU","Barents Sea","North-East Arctic","multinational-ICES-I-II","Sebastes mentella","Deepwater redfish","Estimated from Fox or Schaefer model","MSY-est-MT","MT",86384.69324,2014,2.06434459753428,0.105423846739998,"Uses model estimated reference point","Uses scaled reference point","TBdivTBmsy-est-dimensionless","ERdivERmsy-est-dimensionless","TL","MT",18800
"REDDEEPUT12","Deepwater redfish Units 1 and 2","Canada","Canada East Coast","Scotian Shelf","Units 1 and 2","Canada-DFO-UT12","Sebastes mentella","Deepwater redfish","Assessment","MSY-MT","MT",21000,2009,3.03557533753247,0.298363054077757,"Uses model estimated reference point","Uses scaled reference point","TBdivTBmsy-est-dimensionless","ERdivERmsy-est-dimensionless","TC","MT",3000
"REDFEAUS","Redfish Eastern Australia","Australia","Australia","Southeast Australian Shelf","Eastern Australia","Australia-AFMA-EAUS","Centroberyx affinis","Redfish","Assessment","MSY-MT","MT",913.2456563,2014,0.142726366279676,0.888810215271602,"Assessment","Assessment","SSBdivSSBmsy-calc-dimensionless","FdivFmsy-calc-dimensionless","TL","MT",112
"REDFISHSPP3LN","Redfish species N and SW Grand Banks","multinational","Canada East Coast","Labrador - Newfoundland","N and SW Grand Banks","multinational-NAFO-3LN","Sebastes spp","Redfish species","Assessment","MSY-MT","MT",24440,2013,1.31,0.214,"Assessment","Assessment","TBdivTBmsy-dimensionless","FdivFmsy-dimensionless","TC","MT",6000
"REDFISHSPP3M","Redfish species Flemish Cap","multinational","Canada East Coast","Labrador - Newfoundland","Flemish Cap","multinational-NAFO-3M","Sebastes spp","Redfish species","Estimated from Fox or Schaefer model","MSY-est-MT","MT",27361.91857,2014,1.02584555316132,0.263635077132813,"Uses model estimated reference point","Uses scaled reference point","TBdivTBmsy-est-dimensionless","ERdivERmsy-est-dimensionless","TC","MT",7400
"REXSOLEGA","Rex sole Gulf of Alaska","USA","US Alaska","Gulf of Alaska","Gulf of Alaska","USA-NMFS-GA","Glyptocephalus zachirus","Rex sole","Estimated from Fox or Schaefer model","MSY-est-MT","MT",2687.688879,2011,1.20340100232099,0.577647058823529,"Uses model estimated reference point","Assessment","TBdivTBmsy-est-dimensionless","FdivFmsy-calc-dimensionless","TC","MT",2880
"REYEROCKBSAI","Rougheye rockfish Bering Sea and Aleutian Islands","USA","US Alaska","East Bering Sea","Bering Sea and Aleutian Islands","USA-NMFS-BSAI","Sebastes aleutianus","Rougheye rockfish","Estimated from Fox or Schaefer model","MSY-est-MT","MT",1426.910169,2014,0.699609100932144,0.3,"Assessment","Assessment","SSBdivSSBmsy-calc-dimensionless","FdivFmsy-calc-dimensionless","TC","MT",194
"REYEROCKGA","Rougheye rockfish Gulf of Alaska","USA","US Alaska","Gulf of Alaska","Gulf of Alaska","USA-NMFS-GA","Sebastes aleutianus","Rougheye rockfish","Estimated from Fox or Schaefer model","MSY-est-MT","MT",659.2301876,2009,1.54847396768402,0.178958333333333,"Assessment","Assessment","SSBdivSSBmsy-calc-dimensionless","FdivFmsy-calc-dimensionless","TC","MT",280
"RGROUPGM","Red grouper Gulf of Mexico","USA","US Southeast and Gulf","Gulf of Mexico","Gulf of Mexico","USA-NMFS-GM","Epinephelus morio","Red grouper","Assessment","MSY-MT","MT",6529.16,2013,1.18775510204082,0.594339622641509,"Assessment","Assessment","SSBdivSSBmsy-calc-dimensionless","ERdivERmsy-calc-dimensionless","TC","MT",5840
"RGROUPSATL","Red grouper South Atlantic","USA","US Southeast and Gulf","Southeast U.S. Continental Shelf","South Atlantic","USA-NMFS-SATL","Epinephelus morio","Red grouper","Assessment","MSY-MT","MT",503.49,2008,0.790895061728395,1.62015796407741,"Assessment","Assessment","SSBdivSSBmsy-calc-dimensionless","ERdivERmsy-calc-dimensionless","TC","MT",665
"RHERRTSST","Round herring Tsushima Strait","Japan","Japan","East China Sea","Tsushima Strait","Japan-FAJ-TSST","Etrumeus sadina","Round herring","Assessment","MSY-MT","MT",43991.57093,2013,0.897215814602221,1.18260787461052,"Assessment","Assessment","SSBdivSSBmsy-calc-dimensionless","ERdivERmsy-calc-dimensionless","TC","MT",50100
"RKCRABBB","Red king crab Bristol Bay","USA","US Alaska","East Bering Sea","Bristol Bay","USA-NMFS-BB","Paralithodes camtschaticus","Red king crab","Assessment","MSY-MT","MT",23645.80209,2007,4.71264367816092,1.05454545454545,"Assessment","Assessment","TBdivTBmsy-calc-dimensionless","ERdivERmsy-calc-dimensionless","TC","MT",10600
"RKCRABPI","Red king crab Pribilof Islands","USA","US Alaska","East Bering Sea","Pribilof Islands","USA-NMFS-PI","Paralithodes camtschaticus","Red king crab","Estimated from Fox or Schaefer model","MSY-est-MT","MT",653.1810113,2008,1.91440667394752,0,"Assessment","Uses scaled reference point","SSBdivSSBmsy-calc-dimensionless","ERdivERmsy-est-dimensionless","TC","MT",0
"RMULLMEDGSA1","Red mullet Northern Alboran Sea","multinational","Mediterranean-Black Sea","Mediterranean Sea","Northern Alboran Sea","multinational-GFCM-GSA1","Mullus barbatus barbatus","Red mullet","Estimated from Fox or Schaefer model","MSY-est-MT","MT",181.9086313,2013,1.02735047898826,4.85185185185185,"Uses model estimated reference point","Assessment","SSBdivSSBmsy-est-dimensionless","FdivFmgt-calc-dimensionless","TC","MT",130
"RMULLMEDGSA11","Red mullet Sardinia","multinational","Mediterranean-Black Sea","Mediterranean Sea","Sardinia","multinational-GFCM-GSA11","Mullus barbatus barbatus","Red mullet","Estimated from Fox or Schaefer model","MSY-est-MT","MT",272.2908703,2012,0.620784191833668,9.54545454545454,"Uses model estimated reference point","Assessment","SSBdivSSBmsy-est-dimensionless","FdivFmgt-calc-dimensionless","TC","MT",136
"RMULLMEDGSA17-18","Red mullet Adriatic Sea (GSA 17,18)","multinational","Mediterranean-Black Sea","Mediterranean Sea","Adriatic Sea (GSA 17,18)","multinational-GFCM-GSA17-18","Mullus barbatus barbatus","Red mullet","Estimated from Fox or Schaefer model","MSY-est-MT","MT",6027.012658,2014,1.48217284751001,1.3219512195122,"Uses model estimated reference point","Assessment","SSBdivSSBmsy-est-dimensionless","FdivFmgt-calc-dimensionless","TC","MT",6600
"RMULLMEDGSA19","Red mullet Western Ionian Sea","multinational","Mediterranean-Black Sea","Mediterranean Sea","Western Ionian Sea","multinational-GFCM-GSA19","Mullus barbatus barbatus","Red mullet","Estimated from Fox or Schaefer model","MSY-est-MT","MT",389.7110343,2014,0.791506051238739,2.2,"Uses model estimated reference point","Assessment","SSBdivSSBmsy-est-dimensionless","FdivFmgt-calc-dimensionless","TC","MT",269
"RMULLMEDGSA29","Red mullet Black Sea","multinational","Mediterranean-Black Sea","Black Sea","Black Sea","multinational-GFCM-GSA29","Mullus barbatus barbatus","Red mullet","Estimated from Fox or Schaefer model","MSY-est-MT","MT",3000.218729,2014,0.519251220177469,1.671875,"Uses model estimated reference point","Assessment","SSBdivSSBmsy-est-dimensionless","FdivFmgt-calc-dimensionless","TC","MT",3900
"RMULLMEDGSA5","Red mullet Balearic Island","multinational","Mediterranean-Black Sea","Mediterranean Sea","Balearic Island","multinational-GFCM-GSA5","Mullus barbatus barbatus","Red mullet","Estimated from Fox or Schaefer model","MSY-est-MT","MT",21.57757946,2012,1.32175805681705,7.64285714285714,"Uses model estimated reference point","Assessment","SSBdivSSBmsy-est-dimensionless","FdivFmgt-calc-dimensionless","TC","MT",15.9
"RMULLMEDGSA6","Red mullet Northern Spain","multinational","Mediterranean-Black Sea","Mediterranean Sea","Northern Spain","multinational-GFCM-GSA6","Mullus barbatus barbatus","Red mullet","Estimated from Fox or Schaefer model","MSY-est-MT","MT",1296.601364,2013,1.8921548512946,2.7719298245614,"Uses model estimated reference point","Assessment","SSBdivSSBmsy-est-dimensionless","FdivFmgt-calc-dimensionless","TC","MT",1250
"RMULLMEDGSA9","Red mullet Ligurian and North Tyrrhenian Sea","multinational","Mediterranean-Black Sea","Mediterranean Sea","Ligurian and North Tyrrhenian Sea","multinational-GFCM-GSA9","Mullus barbatus barbatus","Red mullet","Estimated from Fox or Schaefer model","MSY-est-MT","MT",777.9749489,2013,1.2077914872868,1.16810336471486,"Uses model estimated reference point","Assessment","SSBdivSSBmsy-est-dimensionless","FdivFmgt-calc-dimensionless","TC","MT",736
"RPORGYSATLC","Red porgy Southern Atlantic coast","USA","US Southeast and Gulf","Southeast U.S. Continental Shelf","Southern Atlantic coast","USA-NMFS-SATLC","Pagrus pagrus","Red porgy","Assessment","MSY-MT","MT",378.2960366,2011,0.475464022374778,0.862871297867591,"Assessment","Assessment","SSBdivSSBmsy-calc-dimensionless","ERdivERmsy-calc-dimensionless","TL","MT",155
"RROCKLOBSTERCRA1","Red rock lobster New Zealand Area CRA1","New Zealand","New Zealand","New Zealand Shelf","New Zealand Area CRA1","New Zealand-MFish-CRA1","Jasus edwardsii","Red rock lobster","Assessment","MSY-MT","MT",161.109,2013,0.664432145655362,0.388614519883869,"Uses model estimated reference point","Uses scaled reference point","TBdivTBmsy-est-dimensionless","ERdivERmsy-est-dimensionless","TC","MT",257
"RROCKLOBSTERCRA2","Red rock lobster New Zealand Area CRA2","New Zealand","New Zealand","New Zealand Shelf","New Zealand Area CRA2","New Zealand-MFish-CRA2","Jasus edwardsii","Red rock lobster","Assessment","MSY-MT","MT",265.7825,2012,0.323233759588635,0.698672080301967,"Uses model estimated reference point","Uses scaled reference point","TBdivTBmsy-est-dimensionless","ERdivERmsy-est-dimensionless","TC","MT",389
"RROCKLOBSTERCRA3","Red rock lobster New Zealand Area CRA3","New Zealand","New Zealand","New Zealand Shelf","New Zealand Area CRA3","New Zealand-MFish-CRA3","Jasus edwardsii","Red rock lobster","Assessment","MSY-MT","MT",212.492,2013,1.12713386004223,1.55175907049632,"Uses model estimated reference point","Uses scaled reference point","TBdivTBmsy-est-dimensionless","ERdivERmsy-est-dimensionless","TC","MT",354
"RROCKLOBSTERCRA4","Red rock lobster New Zealand Area CRA4","New Zealand","New Zealand","New Zealand Shelf","New Zealand Area CRA4","New Zealand-MFish-CRA4","Jasus edwardsii","Red rock lobster","Assessment","MSY-MT","MT",679.969,2010,0.766500073139543,0.358106969880191,"Uses model estimated reference point","Uses scaled reference point","TBdivTBmsy-est-dimensionless","ERdivERmsy-est-dimensionless","TC","MT",533
"RROCKLOBSTERCRA5","Red rock lobster New Zealand Area CRA5","New Zealand","New Zealand","New Zealand Shelf","New Zealand Area CRA5","New Zealand-MFish-CRA5","Jasus edwardsii","Red rock lobster","Assessment","MSY-MT","MT",560.0995,2014,1.43092231261973,1.0044994408705,"Uses model estimated reference point","Uses scaled reference point","TBdivTBmsy-est-dimensionless","ERdivERmsy-est-dimensionless","TC","MT",472
"RROCKLOBSTERCRA7","Red rock lobster New Zealand Area CRA7","New Zealand","New Zealand","New Zealand Shelf","New Zealand Area CRA7","New Zealand-MFish-CRA7","Jasus edwardsii","Red rock lobster","Assessment","MSY-MT","MT",193.628,2014,0.479120769442856,0.220940346248483,"Uses model estimated reference point","Uses scaled reference point","TBdivTBmsy-est-dimensionless","ERdivERmsy-est-dimensionless","TC","MT",74.7
"RROCKLOBSTERCRA8","Red rock lobster New Zealand Area CRA8","New Zealand","New Zealand","New Zealand Shelf","New Zealand Area CRA8","New Zealand-MFish-CRA8","Jasus edwardsii","Red rock lobster","Assessment","MSY-MT","MT",1082.505,2014,0.279993637424583,0.887839029958656,"Uses model estimated reference point","Uses scaled reference point","TBdivTBmsy-est-dimensionless","ERdivERmsy-est-dimensionless","TC","MT",1010
"RROCKLOBSTERSAUSNZ","Rock lobster South Australia Northern Zone","Australia","Australia","South West Australian Shelf","South Australia Northern Zone","Australia-SARDI-SAUSNZ","Jasus edwardsii","Rock lobster","Estimated from Fox or Schaefer model","MSY-est-MT","MT",750.7441938,2009,0.499600465225669,0.825841111473517,"Uses model estimated reference point","Uses scaled reference point","TBdivTBmsy-est-dimensionless","ERdivERmsy-est-dimensionless","TL","MT",310
"RROCKLOBSTERSAUSSZ","Rock lobster South Australia Southern Zone","Australia","Australia","Southeast Australian Shelf","South Australia Southern Zone","Australia-SARDI-SAUSSZ","Jasus edwardsii","Rock lobster","Estimated from Fox or Schaefer model","MSY-est-MT","MT",1698.691069,2009,0.470473651845923,1.55887955263382,"Uses model estimated reference point","Uses scaled reference point","TBdivTBmsy-est-dimensionless","ERdivERmsy-est-dimensionless","TL","MT",1240
"RSFLOUNSOJ","Round nose flounder Sea of Japan","Japan","Japan","Sea of Japan","Sea of Japan","Japan-FAJ-SOJ","Eopsetta grigorjewi","Round nose flounder","Assessment","MSY-MT","MT",1568.679061,2013,0.516971279373368,1.05775387373544,"Assessment","Assessment","SSBdivSSBmsy-calc-dimensionless","ERdivERmsy-calc-dimensionless","TC","MT",826
"RSHRMPMEDGSA1","Deep water rose shrimp Northern Alboran Sea","multinational","Mediterranean-Black Sea","Mediterranean Sea","Northern Alboran Sea","multinational-GFCM-GSA1","Parapenaeus longirostris","Deep water rose shrimp","Estimated from Fox or Schaefer model","MSY-est-MT","MT",175.3709199,2014,0.947222916920467,0.908045977011494,"Uses model estimated reference point","Assessment","TBdivTBmsy-est-dimensionless","FdivFmgt-calc-dimensionless","TC","MT",108
"RSHRMPMEDGSA17-19","Deep water rose shrimp Geographical Sub-Areas 17-19","multinational","Mediterranean-Black Sea","Mediterranean Sea","Geographical Sub-Areas 17-19","multinational-GFCM-GSA17-19","Parapenaeus longirostris","Deep water rose shrimp","Estimated from Fox or Schaefer model","MSY-est-MT","MT",3164.700379,2014,1.73425054857,2.21739130434783,"Uses model estimated reference point","Assessment","SSBdivSSBmsy-est-dimensionless","FdivFmgt-calc-dimensionless","TC","MT",1960
"RSHRMPMEDGSA9-11","Deep water rose shrimp Geographical Sub-Areas 9-11","multinational","Mediterranean-Black Sea","Mediterranean Sea","Geographical Sub-Areas 9-11","multinational-GFCM-GSA9-11","Parapenaeus longirostris","Deep water rose shrimp","Estimated from Fox or Schaefer model","MSY-est-MT","MT",1549.399761,2014,1.60423765998549,0.916483516483516,"Uses model estimated reference point","Assessment","TBdivTBmsy-est-dimensionless","FdivFmgt-calc-dimensionless","TC","MT",1190
"RSNAPGM","Red snapper Gulf of Mexico","USA","US Southeast and Gulf","Gulf of Mexico","Gulf of Mexico","USA-NMFS-GM","Lutjanus campechanus","Red snapper","Assessment","MSY-MT","MT",5855.877884,2013,0.5390625,0.991836734693877,"Assessment","Assessment","SSBdivSSBmsy-calc-dimensionless","ERdivERmsy-calc-dimensionless","TC","MT",8370
"RSNAPSATLC","Red snapper Southern Atlantic coast","USA","US Southeast and Gulf","Southeast U.S. Continental Shelf","Southern Atlantic coast","USA-NMFS-SATLC","Lutjanus campechanus","Red snapper","Assessment","MSY-MT","MT",195.044732,2014,0.164133738601824,3.68493150684932,"Assessment","Assessment","SSBdivSSBmsy-calc-dimensionless","FdivFmsy-calc-dimensionless","TC","MT",330
"RSOLE5AB","Rock sole Queen Charlotte Sound","Canada","Canada West Coast","Gulf of Alaska","Queen Charlotte Sound","Canada-DFO-5AB","Lepidopsetta bilineata","Rock sole","Assessment","MSY-MT","MT",524,2013,1.39661756683033,0.460251046025105,"Assessment","Assessment","SSBdivSSBmsy-calc-dimensionless","ERdivERmsy-calc-dimensionless","TC","MT",362
"RSOLEHSTR","Rock sole Hecate Strait","Canada","Canada West Coast","Gulf of Alaska","Hecate Strait","Canada-DFO-HS","Lepidopsetta bilineata","Rock sole","Assessment","MSY-MT","MT",1895,2013,2.98784257160519,0.0769230769230769,"Assessment","Assessment","SSBdivSSBmsy-calc-dimensionless","ERdivERmsy-calc-dimensionless",NA,NA,NA
"RSQLOBSTERCSCH","Red squat lobster Central-Southern Chile","Chile","South America","Humboldt Current","Central-Southern Chile","Chile-SUBPESCA-CH-CS","Pleuroncodes monodon","Red squat lobster","Estimated from Fox or Schaefer model","MSY-est-MT","MT",952.560767,2014,1.05239587998209,0.722222222222222,"Assessment","Assessment","SSBdivSSBmsy-calc-dimensionless","FdivFmsy-calc-dimensionless","TL","MT",6970
"RSQLOBSTERNCH","Red squat lobster Northern Chile","Chile","South America","Humboldt Current","Northern Chile","Chile-SUBPESCA-CH-N","Pleuroncodes monodon","Red squat lobster","Estimated from Fox or Schaefer model","MSY-est-MT","MT",1437.09838,2014,1.71466845277964,0.305555555555556,"Assessment","Assessment","SSBdivSSBmsy-calc-dimensionless","FdivFmsy-calc-dimensionless","TL","MT",585
