"source","stockid","lme","comm_name","species","year","msy_mt","bbmsy","uumsy"
"SAUP","Guinea Current-Selene dorsalis","Guinea Current","African moonfish","Selene dorsalis",2014,6877.65533309444,1.56182654868771,0.504518842193095
"SAUP","Guinea Current-Sepia officinalis","Guinea Current","Common cuttlefish","Sepia officinalis",2014,1715.25049014749,0.796300136742617,0.612507984267922
"SAUP","Guinea Current-Stromateus fiatola","Guinea Current","Blue butterfish","Stromateus fiatola",2014,8689.60462862787,1.39458207908984,0.682847341446853
"SAUP","Guinea Current-Thunnus alalunga","Guinea Current","Albacore","Thunnus alalunga",2014,1503.79864034143,0.784346540901499,0.0585084260366392
"SAUP","Guinea Current-Thunnus albacares","Guinea Current","Yellowfin tuna","Thunnus albacares",2014,33292.4333409946,1.29052353631174,0.68122924730262
"SAUP","Guinea Current-Thunnus obesus","Guinea Current","Bigeye tuna","Thunnus obesus",2014,14405.4407898647,1.19308242036872,0.606423297965999
"SAUP","Guinea Current-Thunnus thynnus","Guinea Current","Atlantic bluefin tuna","Thunnus thynnus",2014,2121.59869586155,0.700074068195201,0.041611527297908
"SAUP","Guinea Current-Trachurus trecae","Guinea Current","Cunene horse mackerel","Trachurus trecae",2014,13114.8287691124,1.2325073716517,0.780575365601074
"SAUP","Guinea Current-Trichiurus lepturus","Guinea Current","Largehead hairtail","Trichiurus lepturus",2014,29263.1583385638,1.51616345336187,0.707304828369924
"SAUP","Guinea Current-Xiphias gladius","Guinea Current","Swordfish","Xiphias gladius",2014,1285.79516466713,0.283892176621882,1.06621952279073
"SAUP","Guinea Current-Zeus faber","Guinea Current","John dory","Zeus faber",2014,2436.14151857992,1.73417707694774,0.757313980206855
"SAUP","Gulf of Alaska-Anoplopoma fimbria","Gulf of Alaska","Sablefish","Anoplopoma fimbria",2014,154.507740284666,0.871708490641957,0
"SAUP","Gulf of Alaska-Atheresthes stomias","Gulf of Alaska","Arrowtooth flounder","Atheresthes stomias",2014,45.2248330464152,0.599691697505836,0
"SAUP","Gulf of Alaska-Clupea pallasii pallasii","Gulf of Alaska","Pacific herring","Clupea pallasii pallasii",2014,21591.1436679708,0.752894636048414,0.793312183238958
"SAUP","Gulf of Alaska-Crassostrea gigas","Gulf of Alaska","Pacific cupped oyster","Crassostrea gigas",2014,5684.05904285664,1.34612460256689,0.7622332055034
"SAUP","Gulf of Alaska-Gadus macrocephalus","Gulf of Alaska","Pacific cod","Gadus macrocephalus",2014,2536.33166622662,0.708222661075647,0
"SAUP","Gulf of Alaska-Glyptocephalus zachirus","Gulf of Alaska","Rex sole","Glyptocephalus zachirus",2014,36.5767901055563,0.744880402393458,0
"SAUP","Gulf of Alaska-Hippoglossoides elassodon","Gulf of Alaska","Flathead sole","Hippoglossoides elassodon",2014,632.050744353751,0.778032596327655,0.833661586200178
"SAUP","Gulf of Alaska-Hippoglossus stenolepis","Gulf of Alaska","Pacific halibut","Hippoglossus stenolepis",2014,18577.9656203846,0.952883327703798,0.61502991924267
"SAUP","Gulf of Alaska-Lepidopsetta bilineata","Gulf of Alaska","Rock sole","Lepidopsetta bilineata",2014,11902.458789575,1.38994324436807,0.690421816599001
"SAUP","Gulf of Alaska-Limanda aspera","Gulf of Alaska","Yellowfin sole","Limanda aspera",2014,30863.4070824436,1.79560125718436,0.495104351249031
"SAUP","Gulf of Alaska-Merluccius productus","Gulf of Alaska","North Pacific hake","Merluccius productus",2014,88029.6595223523,0.958503367459989,0.77172500500121
"SAUP","Gulf of Alaska-Metacarcinus magister","Gulf of Alaska","Dungeness crab","Metacarcinus magister",2014,7582.1856357924,1.18417832048816,0.942096358361767
"SAUP","Gulf of Alaska-Microstomus pacificus","Gulf of Alaska","Dover sole","Microstomus pacificus",2014,789.184862201063,1.10395352060915,0.887795177187185
"SAUP","Gulf of Alaska-Oncorhynchus gorbuscha","Gulf of Alaska","Pink salmon","Oncorhynchus gorbuscha",2014,63043.4706628734,1.13085363825318,0.623454569588854
"SAUP","Gulf of Alaska-Oncorhynchus keta","Gulf of Alaska","Chum salmon","Oncorhynchus keta",2014,32691.3625809165,0.928929591443631,0.495899161314751
"SAUP","Gulf of Alaska-Oncorhynchus kisutch","Gulf of Alaska","Coho salmon","Oncorhynchus kisutch",2014,10172.7501489229,0.78818732535915,1.01936334690741
"SAUP","Gulf of Alaska-Oncorhynchus nerka","Gulf of Alaska","Sockeye salmon","Oncorhynchus nerka",2014,56586.5048192057,1.0379264171708,0.982280009751955
"SAUP","Gulf of Alaska-Oncorhynchus tshawytscha","Gulf of Alaska","Chinook salmon","Oncorhynchus tshawytscha",2014,15221.9627334278,1.03102294484172,0.572312936417529
"SAUP","Gulf of Alaska-Ophiodon elongatus","Gulf of Alaska","Lingcod","Ophiodon elongatus",2014,5903.98097657016,0.817895219297663,0.365289176899917
"SAUP","Gulf of Alaska-Pandalus jordani","Gulf of Alaska","Ocean shrimp","Pandalus jordani",2014,9137.91347869121,1.75930255727037,0.579739027892574
"SAUP","Gulf of Alaska-Panopea abrupta","Gulf of Alaska","Pacific geoduck","Panopea abrupta",2014,2005.01819231928,0.731960251086971,1.58921946973447
"SAUP","Gulf of Alaska-Paralithodes camtschaticus","Gulf of Alaska","Red king crab","Paralithodes camtschaticus",2014,3601.96557943791,0.673305232836657,0.850445852842798
"SAUP","Gulf of Alaska-Parophrys vetulus","Gulf of Alaska","English sole","Parophrys vetulus",2014,4.90062305201746,0.548035586678092,0
"SAUP","Gulf of Alaska-Patinopecten caurinus","Gulf of Alaska","Weathervane scallop","Patinopecten caurinus",2014,217.369030751462,0.628963390721644,0
"SAUP","Gulf of Alaska-Pleurogrammus monopterygius","Gulf of Alaska","Atka mackerel","Pleurogrammus monopterygius",2014,9587.43142171441,1.18246537867689,0.657224916209451
"SAUP","Gulf of Alaska-Reinhardtius hippoglossoides","Gulf of Alaska","Greenland halibut","Reinhardtius hippoglossoides",2014,1873.15272526224,0.809406024959144,0.425305034112911
"SAUP","Gulf of Alaska-Saxidomus gigantea","Gulf of Alaska","Butter clam","Saxidomus gigantea",2014,969.383795999815,0.821383957891839,0.515268661556449
"SAUP","Gulf of Alaska-Sebastes alutus","Gulf of Alaska","Pacific ocean perch","Sebastes alutus",2014,1240.18634445143,0.876411364361545,0
"SAUP","Gulf of Alaska-Sebastes entomelas","Gulf of Alaska","Widow rockfish","Sebastes entomelas",2014,274.28961586771,0.705001265764786,0.634283557611891
"SAUP","Gulf of Alaska-Sebastes flavidus","Gulf of Alaska","Yellowtail rockfish","Sebastes flavidus",2014,292.745218728655,1.14596623319622,1.15811685441293
"SAUP","Gulf of Alaska-Gadus chalcogrammus","Gulf of Alaska","Alaska pollock","Gadus chalcogrammus",2014,252013.074952338,1.32929511232574,0.605485929281271
"SAUP","Gulf of Alaska-Thunnus alalunga","Gulf of Alaska","Albacore","Thunnus alalunga",2014,1138.48288780799,1.52570623369895,0.709957539794119
"SAUP","Gulf of Alaska-Trachurus symmetricus","Gulf of Alaska","Pacific jack mackerel","Trachurus symmetricus",2014,24.2714981949675,0.663481432660977,7.88089763719773
"SAUP","Gulf of California-Carcharhinus falciformis","Gulf of California","Silky shark","Carcharhinus falciformis",2014,797.48697604302,0.822898740612744,0.974054274079068
"SAUP","Gulf of California-Chanos chanos","Gulf of California","Milkfish","Chanos chanos",2014,6231.12285933762,1.92070249265686,0.475640699390616
"SAUP","Gulf of California-Dosidicus gigas","Gulf of California","Jumbo flying squid","Dosidicus gigas",2014,5921.26508106244,0.685645294588544,0.513498561933584
"SAUP","Gulf of California-Engraulis mordax","Gulf of California","Californian anchovy","Engraulis mordax",2014,12324.8187114013,0.684162633400757,1.92381264442886
"SAUP","Gulf of California-Euthynnus lineatus","Gulf of California","Black skipjack","Euthynnus lineatus",2014,2430.66312910722,1.6374765815962,0.80819354760525
"SAUP","Gulf of California-Farfantepenaeus californiensis","Gulf of California","Yellowleg shrimp","Farfantepenaeus californiensis",2014,10734.8348372683,1.71320015251472,0.514567166684998
"SAUP","Gulf of California-Katsuwonus pelamis","Gulf of California","Skipjack tuna","Katsuwonus pelamis",2014,774.712521612259,0.54151892181205,0.135339282335452
"SAUP","Gulf of California-Litopenaeus stylirostris","Gulf of California","Blue shrimp","Litopenaeus stylirostris",2014,10605.8975062761,1.40113605794064,0.602651097850721
"SAUP","Gulf of California-Lutjanus argentiventris","Gulf of California","Yellow snapper","Lutjanus argentiventris",2014,1165.34486655939,0.691218600876263,0.305530054197212
"SAUP","Gulf of California-Merluccius productus","Gulf of California","North Pacific hake","Merluccius productus",2014,2432.05574664292,1.92029869035538,1.6648834083322
"SAUP","Gulf of California-Mugil cephalus","Gulf of California","Flathead grey mullet","Mugil cephalus",2014,1094.68380983429,1.88247505443214,1.30137889479382
"SAUP","Gulf of California-Sardinops sagax","Gulf of California","Pacific sardine","Sardinops sagax",2014,189571.419581384,0.923738563269375,0.476445291831324
"SAUP","Gulf of California-Scomber japonicus","Gulf of California","Chub mackerel","Scomber japonicus",2014,6540.25499806208,1.46726061055776,1.27807563315684
"SAUP","Gulf of California-Thunnus albacares","Gulf of California","Yellowfin tuna","Thunnus albacares",2014,8068.54227176679,0.708252032665873,0.415232742625074
"SAUP","Gulf of California-Thunnus obesus","Gulf of California","Bigeye tuna","Thunnus obesus",2014,77.7763541974001,0.737039967566389,0.0513762971602614
"SAUP","Gulf of California-Totoaba macdonaldi","Gulf of California","Totoaba","Totoaba macdonaldi",2014,300.580209084208,0.540179788779304,0.185972589678265
"SAUP","Gulf of Mexico-Archosargus probatocephalus","Gulf of Mexico","Sheepshead","Archosargus probatocephalus",2014,3471.83945039058,1.35428380443944,0.450776080255239
"SAUP","Gulf of Mexico-Argopecten gibbus","Gulf of Mexico","Calico scallop","Argopecten gibbus",2014,1036.31922550059,0.428462571295236,0
"SAUP","Gulf of Mexico-Argopecten irradians","Gulf of Mexico","Atlantic bay scallop","Argopecten irradians",2014,106.355686911116,0.717612379400501,0
"SAUP","Gulf of Mexico-Brevoortia patronus","Gulf of Mexico","Gulf menhaden","Brevoortia patronus",2014,62541.1804169708,1.56583167836741,0.109728029198989
"SAUP","Gulf of Mexico-Callinectes sapidus","Gulf of Mexico","Blue crab","Callinectes sapidus",2014,46880.216006279,1.4574589161112,0.625305721908704
"SAUP","Gulf of Mexico-Caranx crysos","Gulf of Mexico","Blue runner","Caranx crysos",2014,9591.20730905791,1.81475645316657,0.616331294128811
"SAUP","Gulf of Mexico-Caranx hippos","Gulf of Mexico","Crevalle jack","Caranx hippos",2014,582.997271609043,0.831311210831712,1.2693883910359
"SAUP","Gulf of Mexico-Centropomus undecimalis","Gulf of Mexico","Common snook","Centropomus undecimalis",2014,1510.22887532044,0.65141543601689,0.161168595357928
"SAUP","Gulf of Mexico-Coryphaena hippurus","Gulf of Mexico","Common dolphinfish","Coryphaena hippurus",2014,2456.31718142518,0.917017561991666,0.689105436117546
"SAUP","Gulf of Mexico-Crassostrea virginica","Gulf of Mexico","American cupped oyster","Crassostrea virginica",2014,217135.478275942,1.38838116437534,0.558328027465759
"SAUP","Gulf of Mexico-Cynoscion arenarius","Gulf of Mexico","Sand weakfish","Cynoscion arenarius",2014,785.132845189599,0.744982536328626,0.746344123192208
"SAUP","Gulf of Mexico-Cynoscion nebulosus","Gulf of Mexico","Spotted weakfish","Cynoscion nebulosus",2014,9733.47540154028,0.968004125676124,0.292528232310192
"SAUP","Gulf of Mexico-Elops saurus","Gulf of Mexico","Ladyfish","Elops saurus",2014,2834.00991037419,1.87651751690345,0.53190571382361
"SAUP","Gulf of Mexico-Epinephelus morio","Gulf of Mexico","Red grouper","Epinephelus morio",2014,1653.03204103387,0.781832036279036,0.254523519717835
"SAUP","Gulf of Mexico-Farfantepenaeus aztecus","Gulf of Mexico","Northern brown shrimp","Farfantepenaeus aztecus",2014,3413.23701854642,0.637071804103527,0
"SAUP","Gulf of Mexico-Farfantepenaeus duorarum","Gulf of Mexico","Northern pink shrimp","Farfantepenaeus duorarum",2014,2293.56161869742,0.778002166013705,1.68325957719671
"SAUP","Gulf of Mexico-Joturus pichardi","Gulf of Mexico","Bobo mullet","Joturus pichardi",2014,263.561907112366,0.775461040495996,1.43468965841275
"SAUP","Gulf of Mexico-Lachnolaimus maximus","Gulf of Mexico","Hogfish","Lachnolaimus maximus",2014,1767.62143458896,1.92665880146589,0.530873808202477
"SAUP","Gulf of Mexico-Leiostomus xanthurus","Gulf of Mexico","Spot croaker","Leiostomus xanthurus",2014,NA,NA,NA
"SAUP","Gulf of Mexico-Litopenaeus setiferus","Gulf of Mexico","Northern white shrimp","Litopenaeus setiferus",2014,21632.101843182,1.30336681966613,0.811519496820939
"SAUP","Gulf of Mexico-Lobatus gigas","Gulf of Mexico","Pink conch","Lobatus gigas",2014,163.193429189004,0.767793006619372,2.72357692303507
"SAUP","Gulf of Mexico-Lutjanus campechanus","Gulf of Mexico","Northern red snapper","Lutjanus campechanus",2014,5827.53995149297,0.922869906988559,0.537775113970005
"SAUP","Gulf of Mexico-Lutjanus synagris","Gulf of Mexico","Lane snapper","Lutjanus synagris",2014,2106.51794585072,0.830867687959064,0.687226729155216
"SAUP","Gulf of Mexico-Megalops atlanticus","Gulf of Mexico","Tarpon","Megalops atlanticus",2014,90.2205890972527,0.614618418286337,0.350105669350441
"SAUP","Gulf of Mexico-Menippe mercenaria","Gulf of Mexico","Black stone crab","Menippe mercenaria",2014,1953.97027907469,0.771541260158269,0.670633223716066
"SAUP","Gulf of Mexico-Menticirrhus americanus","Gulf of Mexico","Southern kingcroaker","Menticirrhus americanus",2014,795.857038378659,0.957347628807508,0.863951539114702
"SAUP","Gulf of Mexico-Menticirrhus littoralis","Gulf of Mexico","Gulf kingcroaker","Menticirrhus littoralis",2014,922.011396275471,1.04003543296797,0.429879841404306
"SAUP","Gulf of Mexico-Mercenaria mercenaria","Gulf of Mexico","Northern quahog","Mercenaria mercenaria",2014,903.638014524383,0.811853382851078,0.938194194289849
"SAUP","Gulf of Mexico-Micropogonias undulatus","Gulf of Mexico","Atlantic croaker","Micropogonias undulatus",2014,70687.3185043586,0.912918948825689,0.979024241288457
"SAUP","Gulf of Mexico-Mugil cephalus","Gulf of Mexico","Flathead grey mullet","Mugil cephalus",2014,17765.3639912879,1.37691541751388,0.529327107789975
"SAUP","Gulf of Mexico-Mugil curema","Gulf of Mexico","White mullet","Mugil curema",2014,5634.15292151414,1.70799909429372,0.474780901975448
"SAUP","Gulf of Mexico-Mycteroperca microlepis","Gulf of Mexico","Gag","Mycteroperca microlepis",2014,1957.24018309137,0.972797408397685,0.55819729822014
"SAUP","Gulf of Mexico-Octopus vulgaris","Gulf of Mexico","Common octopus","Octopus vulgaris",2014,13618.1465023563,1.29374420112002,0.967523111794435
"SAUP","Gulf of Mexico-Ocyurus chrysurus","Gulf of Mexico","Yellowtail snapper","Ocyurus chrysurus",2014,2817.5246129378,1.40041371416046,0.682112293469559
"SAUP","Gulf of Mexico-Opisthonema oglinum","Gulf of Mexico","Atlantic thread herring","Opisthonema oglinum",2014,848.61463613389,0.677897305544511,0.774051803195631
"SAUP","Gulf of Mexico-Panulirus argus","Gulf of Mexico","Caribbean spiny lobster","Panulirus argus",2014,4312.94972492099,1.61629609405174,0.507932633399598
"SAUP","Gulf of Mexico-Pogonias cromis","Gulf of Mexico","Black drum","Pogonias cromis",2014,4584.23440059977,1.39476439555568,0.584982949092849
"SAUP","Gulf of Mexico-Rhomboplites aurorubens","Gulf of Mexico","Vermilion snapper","Rhomboplites aurorubens",2014,2353.63654215463,1.23917918320927,0.718163052670207
"SAUP","Gulf of Mexico-Sarda sarda","Gulf of Mexico","Atlantic bonito","Sarda sarda",2014,4290.8915310272,1.67416369040072,0.452654851354202
"SAUP","Gulf of Mexico-Sardinella aurita","Gulf of Mexico","Round sardinella","Sardinella aurita",2014,NA,NA,NA
"SAUP","Gulf of Mexico-Sciaenops ocellatus","Gulf of Mexico","Red drum","Sciaenops ocellatus",2014,8006.37079996694,0.975982556835102,0.311565820100021
"SAUP","Gulf of Mexico-Scomberomorus cavalla","Gulf of Mexico","King mackerel","Scomberomorus cavalla",2014,9309.5129328376,1.54332810905985,0.617568393384047
"SAUP","Gulf of Mexico-Scomberomorus maculatus","Gulf of Mexico","Atlantic Spanish mackerel","Scomberomorus maculatus",2014,17906.9852622845,1.52243192846101,0.650463236061068
